Strategy,Simulated_Return
Equal Weight,0.012883145438367171
Equal Weight,0.027237908717808266
Equal Weight,-0.01362475161201825
Equal Weight,0.00861394760911154
Equal Weight,0.025500656980790508
Equal Weight,0.024279416032524218
Equal Weight,0.039181207093878845
Equal Weight,-0.009219863520895042
Equal Weight,-0.008923575979254611
Equal Weight,0.04276544240647547
Equal Weight,0.0042677847983768405
Equal Weight,0.045081025916112544
Equal Weight,0.026688644396363596
Equal Weight,0.00865959850443302
Equal Weight,0.035015559962859384
Equal Weight,0.016239810858213865
Equal Weight,-0.02064130501469913
Equal Weight,0.010739497929934238
Equal Weight,0.05567914893928731
Equal Weight,0.034835225272099736
Equal Weight,0.04535849788967891
Equal Weight,-0.011353555480316049
Equal Weight,0.05509762390052656
Equal Weight,0.06652582813628648
Equal Weight,0.0739681003224571
Equal Weight,-0.05688026625690023
Equal Weight,0.011714659836090493
Equal Weight,0.014895848698746807
Equal Weight,-0.02180258751159757
Equal Weight,0.02024001324814887
Equal Weight,0.029660045962108503
Equal Weight,-0.02028582268714971
Equal Weight,-0.02046782644506555
Equal Weight,0.03572870622424615
Equal Weight,0.014661235954251882
Equal Weight,0.0300830968376982
Equal Weight,-0.004774596325646504
Equal Weight,0.021455879809931386
Equal Weight,-0.004484003929501939
Equal Weight,0.03084911114114022
Equal Weight,0.010963975456932052
Equal Weight,0.049664649192674624
Equal Weight,0.013001264988905017
Equal Weight,0.047597184706597885
Equal Weight,0.034873568615651517
Equal Weight,-0.01659767581495629
Equal Weight,0.014587034444962017
Equal Weight,0.008872203367661131
Equal Weight,-0.003707087287844444
Equal Weight,0.02481204477227402
Equal Weight,-0.014412625754082142
Equal Weight,0.06850692678585747
Equal Weight,0.029799674022546442
Equal Weight,0.05354238059856579
Equal Weight,0.011664511193478973
Equal Weight,0.03132154382957374
Equal Weight,0.00456675610384199
Equal Weight,0.039758116462443045
Equal Weight,-0.04413694623885455
Equal Weight,0.04571013961928161
Equal Weight,0.059585192825446706
Equal Weight,0.03512763697828142
Equal Weight,0.0044292386831614634
Equal Weight,-0.01221842374301182
Equal Weight,0.06490049405165489
Equal Weight,0.049188140156974265
Equal Weight,0.009076516901909228
Equal Weight,0.02334621846359816
Equal Weight,0.07077282736421392
Equal Weight,0.04009604118443559
Equal Weight,0.014607410494682858
Equal Weight,0.0639321089396828
Equal Weight,-0.000737126755951514
Equal Weight,0.02725687894429841
Equal Weight,0.02957423103511936
Equal Weight,0.04246168290262372
Equal Weight,0.02865274072386379
Equal Weight,0.085870523518479
Equal Weight,0.01799283557417882
Equal Weight,0.036176376945556865
Equal Weight,-0.004181476906748863
Equal Weight,0.03876027226694942
Equal Weight,0.027908333381505925
Equal Weight,0.08313266272420762
Equal Weight,0.0471215508682225
Equal Weight,0.018417936032640914
Equal Weight,0.0336968971329729
Equal Weight,-0.024646837172202986
Equal Weight,0.03364149387055748
Equal Weight,0.02877930372864438
Equal Weight,0.04693158693324648
Equal Weight,-0.005808009440121107
Equal Weight,0.05967669728106128
Equal Weight,0.030285303985976026
Equal Weight,0.0329694142246734
Equal Weight,0.07062779218743391
Equal Weight,0.05601039601135285
Equal Weight,0.021500938512028923
Equal Weight,0.020385301982521253
Equal Weight,0.01961521982212177
Equal Weight,0.038239625278976654
Equal Weight,0.05987233683105085
Equal Weight,-0.022843781809034326
Equal Weight,0.035692154703977415
Equal Weight,0.06402907200883073
Equal Weight,-0.0014758334503637924
Equal Weight,0.0029492401825499046
Equal Weight,0.03176934100432858
Equal Weight,0.05359869650567956
Equal Weight,0.0007553971272582652
Equal Weight,0.031123397785882516
Equal Weight,-8.392377746500347e-05
Equal Weight,0.036293704901043014
Equal Weight,0.0170074477910615
Equal Weight,0.09504602028544348
Equal Weight,-0.0017405360941241677
Equal Weight,0.014803202288907781
Equal Weight,0.07033624515895415
Equal Weight,0.05895800181149392
Equal Weight,0.021934877275486285
Equal Weight,0.031828906580460975
Equal Weight,0.014751855722566497
Equal Weight,-0.002802377944550129
Equal Weight,0.06169076156557182
Equal Weight,0.04668014532259828
Equal Weight,0.03503073009303805
Equal Weight,-0.0013206670007673948
Equal Weight,0.045746609284430986
Equal Weight,0.019358984965460166
Equal Weight,-0.007410462689563101
Equal Weight,-0.031255100066414875
Equal Weight,-0.01778436599795661
Equal Weight,-0.004613656168116444
Equal Weight,0.020978905649338776
Equal Weight,0.004315354501813907
Equal Weight,0.07552447862490436
Equal Weight,-0.040231172885024806
Equal Weight,0.05819292202799868
Equal Weight,-0.03297127285518955
Equal Weight,0.010302010754537148
Equal Weight,0.0009224741543978003
Equal Weight,0.006236661548405189
Equal Weight,0.03130750999466573
Equal Weight,0.024627747679277057
Equal Weight,0.016358205963937087
Equal Weight,0.04204184776293859
Equal Weight,0.03033911489137708
Equal Weight,0.005157660022871635
Equal Weight,-0.03811865191980194
Equal Weight,0.09653372973734693
Equal Weight,0.02359118428154593
Equal Weight,0.08402515987961043
Equal Weight,-0.003293768568471634
Equal Weight,-0.008813100791450723
Equal Weight,0.02512104445975555
Equal Weight,0.024680400554141127
Equal Weight,-0.01814525463668213
Equal Weight,0.03786951221998373
Equal Weight,0.000524126029846363
Equal Weight,0.02170954375699516
Equal Weight,-0.01342544403594052
Equal Weight,-0.03323933082094514
Equal Weight,0.028146692529503928
Equal Weight,0.010736680416092128
Equal Weight,0.009223026106886946
Equal Weight,-0.04085095147533929
Equal Weight,0.0015802527930234521
Equal Weight,0.05829052736554667
Equal Weight,0.037116878818197294
Equal Weight,-0.010727233076733643
Equal Weight,0.0503622946963146
Equal Weight,-0.003745037974922316
Equal Weight,-0.019418559535211474
Equal Weight,0.05863746546287109
Equal Weight,0.020211283517478418
Equal Weight,0.0007983799702764305
Equal Weight,-0.009184372248484507
Equal Weight,0.03062318159137192
Equal Weight,-0.006889520010456073
Equal Weight,0.04300887154374732
Equal Weight,0.06363048195105021
Equal Weight,0.020062596072473037
Equal Weight,0.08869264352947238
Equal Weight,0.024721376770110444
Equal Weight,0.052920715778839444
Equal Weight,0.01034759996977088
Equal Weight,-0.011808877704394139
Equal Weight,0.02994078471282172
Equal Weight,0.016803758461086647
Equal Weight,0.017704224376846277
Equal Weight,0.03746143294685257
Equal Weight,0.01302657214649784
Equal Weight,0.023724429918664133
Equal Weight,0.01009201598887325
Equal Weight,-0.008159978203138995
Equal Weight,0.0792314467817375
Equal Weight,0.07948580562504845
Equal Weight,0.021680280591343148
Equal Weight,0.02824030680253431
Equal Weight,0.03236117525206713
Equal Weight,0.09102572899764311
Equal Weight,-0.0015904313572086765
Equal Weight,0.027018765447651777
Equal Weight,0.05591014161722071
Equal Weight,0.032206724747122516
Equal Weight,0.028421373130442792
Equal Weight,-0.027355502326394613
Equal Weight,0.09948249080812695
Equal Weight,0.004601314818876269
Equal Weight,-0.013253870723276249
Equal Weight,-0.002389409924548263
Equal Weight,0.03977894791768612
Equal Weight,0.038512961642769086
Equal Weight,0.014802495281031221
Equal Weight,0.0448006538551733
Equal Weight,0.057744535066151556
Equal Weight,-5.6275120050682664e-05
Equal Weight,0.056699296940859234
Equal Weight,-0.030356271835663525
Equal Weight,0.0981108345696825
Equal Weight,-0.022747151562490162
Equal Weight,0.07002151317823162
Equal Weight,-0.02413118623178379
Equal Weight,-0.019322672938829444
Equal Weight,0.027246485068816207
Equal Weight,0.03665146595087336
Equal Weight,0.04174408097938157
Equal Weight,0.021186569948803503
Equal Weight,-0.021460644773955758
Equal Weight,0.04584176077380156
Equal Weight,0.005050442316280567
Equal Weight,0.024952704494925683
Equal Weight,0.011603936422296492
Equal Weight,0.01504586483824025
Equal Weight,-0.04300446805105774
Equal Weight,0.07404526463299228
Equal Weight,0.028129466816039974
Equal Weight,0.026007118169104965
Equal Weight,0.0006856156879048204
Equal Weight,-0.04513424678825754
Equal Weight,0.035433153632401626
Equal Weight,-0.009229384338055169
Equal Weight,0.023206113009326266
Equal Weight,0.06507771792530033
Equal Weight,0.049484427864054645
Equal Weight,0.04653501156820613
Equal Weight,0.018344208849025132
Equal Weight,0.0035570556360367796
Equal Weight,0.05051119769399176
Equal Weight,0.05975347083225581
Equal Weight,0.06414250911914676
Equal Weight,0.026749851182339215
Equal Weight,0.05319981644193684
Equal Weight,-0.025838760423875007
Equal Weight,0.07160321019251345
Equal Weight,-0.023918710524697694
Equal Weight,0.047498572580511114
Equal Weight,-0.00592924340086967
Equal Weight,0.006029044424500216
Equal Weight,0.0008878840497343436
Equal Weight,0.029122701187624344
Equal Weight,0.02915110084280965
Equal Weight,0.018024272342558677
Equal Weight,0.02728975617178695
Equal Weight,-0.032512272675643314
Equal Weight,0.052871248983389914
Equal Weight,0.006906619917972311
Equal Weight,0.07598849158978638
Equal Weight,0.03226786221611652
Equal Weight,0.04932509938557574
Equal Weight,0.09238435170112168
Equal Weight,0.05991711687023749
Equal Weight,0.035314247117758234
Equal Weight,0.013956888056006391
Equal Weight,0.02385871067110303
Equal Weight,0.047583988886158016
Equal Weight,0.049439945018473014
Equal Weight,0.03791674174598219
Equal Weight,0.010472783611918791
Equal Weight,0.029339731691550883
Equal Weight,-0.007214127745318518
Equal Weight,0.07026231256170819
Equal Weight,0.016684470743973532
Equal Weight,0.0538827676800528
Equal Weight,0.07549795397509824
Equal Weight,0.04364179410263016
Equal Weight,0.06036617203903892
Equal Weight,-0.007175829522776523
Equal Weight,0.013292022500828112
Equal Weight,-0.013397230269400073
Equal Weight,-0.02855476323474738
Equal Weight,0.07320686840425905
Equal Weight,0.036308370508946475
Equal Weight,0.016281826814548248
Equal Weight,0.019688228305573128
Equal Weight,0.06409752971642292
Equal Weight,0.02722340851067576
Equal Weight,0.04634343390243931
Equal Weight,-0.003405532948306435
Equal Weight,0.029070454317225786
Equal Weight,0.06588780873588213
Equal Weight,-0.007098538071776562
Equal Weight,-0.04878722578605447
Equal Weight,0.05125762558844206
Equal Weight,0.00639765039880611
Equal Weight,-0.005007145806163104
Equal Weight,0.03895074426170419
Equal Weight,0.05087344594286203
Equal Weight,0.039367995356320976
Equal Weight,-0.011650034309247059
Equal Weight,-0.02647615748838393
Equal Weight,0.03180507381577631
Equal Weight,-0.009935528194357921
Equal Weight,0.023225773435155684
Equal Weight,0.04938532901232041
Equal Weight,-0.00618528597224639
Equal Weight,-0.017650375984729225
Equal Weight,-0.03112251515651223
Equal Weight,0.03317110052625035
Equal Weight,0.10178685019204856
Equal Weight,0.022040459204036918
Equal Weight,-0.01759694164268002
Equal Weight,0.018336476157603324
Equal Weight,0.04787526400735297
Equal Weight,0.04492515060347913
Equal Weight,0.027892716174336793
Equal Weight,0.033337461938621506
Equal Weight,-0.05073859483475326
Equal Weight,-0.024123392573511558
Equal Weight,-0.017256335165705745
Equal Weight,-0.025957562912392075
Equal Weight,-0.033936447088162305
Equal Weight,0.029959943263200613
Equal Weight,0.03559841253852737
Equal Weight,0.0007863311179048828
Equal Weight,0.023368711895911685
Equal Weight,0.06487809128076265
Equal Weight,0.017554390413152668
Equal Weight,0.0442284661922048
Equal Weight,0.026909024940680683
Equal Weight,-0.01181646942397652
Equal Weight,0.026728340636124302
Equal Weight,0.019384829573934823
Equal Weight,0.003437962738097199
Equal Weight,0.03731079915577924
Equal Weight,-0.03488206706436048
Equal Weight,0.015908486411273043
Equal Weight,0.005558763707021418
Equal Weight,0.004447427531662841
Equal Weight,0.026834332881766846
Equal Weight,-0.021492678552998218
Equal Weight,0.015124986990775007
Equal Weight,-0.01600146856175677
Equal Weight,0.040851479154869835
Equal Weight,0.009183214686275774
Equal Weight,0.017387055386511623
Equal Weight,-0.024037733234402472
Equal Weight,0.03704517714864261
Equal Weight,0.062061549850792014
Equal Weight,-0.006406565361190631
Equal Weight,0.0038540201089589466
Equal Weight,0.033411923283720876
Equal Weight,-0.0015095990150740153
Equal Weight,0.020498065986224678
Equal Weight,-0.04282451735473724
Equal Weight,0.019904490707165212
Equal Weight,0.012428765023656075
Equal Weight,0.023914129908892953
Equal Weight,0.05203120171461308
Equal Weight,-0.02071681037929566
Equal Weight,0.015065171089983696
Equal Weight,-0.016449558761311545
Equal Weight,0.02869557689589594
Equal Weight,0.018384635864100673
Equal Weight,0.015722038992346286
Equal Weight,0.0516553787434493
Equal Weight,0.06138881711369547
Equal Weight,0.0315673232052091
Equal Weight,0.01084401797535891
Equal Weight,0.03791117779367814
Equal Weight,0.04319379739176479
Equal Weight,0.012024394626331177
Equal Weight,0.03675745351801153
Equal Weight,0.013929138648764704
Equal Weight,-0.0013202402051275346
Equal Weight,0.03681788637782645
Equal Weight,0.03928847898740372
Equal Weight,0.04844396680075227
Equal Weight,0.054606244914648217
Equal Weight,0.04027560142714208
Equal Weight,-0.039517689641293346
Equal Weight,-0.028957776578371567
Equal Weight,0.058618414912431444
Equal Weight,0.022812025873324655
Equal Weight,0.01467911971344251
Equal Weight,-0.04904408776651199
Equal Weight,0.008464733859939833
Equal Weight,-0.00545104027967035
Equal Weight,-0.012214247025830238
Equal Weight,0.07322614063676633
Equal Weight,0.04145330443141094
Equal Weight,0.02366702631729417
Equal Weight,0.004935051437139527
Equal Weight,0.06257588979552035
Equal Weight,0.005349038955997764
Equal Weight,0.019687567623963943
Equal Weight,0.05137136572709791
Equal Weight,-0.014416370581396264
Equal Weight,0.007200325199896518
Equal Weight,0.029592070796848974
Equal Weight,0.03895757524985769
Equal Weight,-0.0002013834751679825
Equal Weight,0.03223524920064917
Equal Weight,0.05212273707156074
Equal Weight,0.05807902839392575
Equal Weight,0.025123726770832678
Equal Weight,-0.00556026608431859
Equal Weight,0.02351465444506005
Equal Weight,0.021003907923512338
Equal Weight,0.004045852198931498
Equal Weight,-0.02252680476948626
Equal Weight,0.015834601488510246
Equal Weight,0.02541233519741609
Equal Weight,-0.062252135165673045
Equal Weight,0.02550586580870247
Equal Weight,0.02670529688983129
Equal Weight,0.06693039957408901
Equal Weight,-0.0075091334001251
Equal Weight,0.06903258633443914
Equal Weight,-0.015355905757403313
Equal Weight,-0.012183459451533164
Equal Weight,0.006784831543314306
Equal Weight,-0.0227150240490553
Equal Weight,0.03654573561423992
Equal Weight,-0.019630331709085624
Equal Weight,-0.0040299046236099475
Equal Weight,0.06041917561160583
Equal Weight,0.005431321045451321
Equal Weight,0.02501499469151245
Equal Weight,0.041367028437092536
Equal Weight,0.05146101828126685
Equal Weight,0.048991627108489144
Equal Weight,-0.023018787027110268
Equal Weight,0.04299418762937126
Equal Weight,0.07489246601990676
Equal Weight,0.03550013759517223
Equal Weight,0.04400669450683711
Equal Weight,-0.006118376917071511
Equal Weight,0.013897106374299795
Equal Weight,0.002135543601868865
Equal Weight,0.03126216131252004
Equal Weight,0.04473283769109848
Equal Weight,0.029588588821892987
Equal Weight,-0.03728415188510957
Equal Weight,0.038955642411791384
Equal Weight,0.030032438879903596
Equal Weight,0.015591889099454066
Equal Weight,0.05754834762166616
Equal Weight,-0.009740867942364497
Equal Weight,0.02119027881629871
Equal Weight,0.08298442155279054
Equal Weight,0.038720454887163934
Equal Weight,0.08256977082544231
Equal Weight,0.0033837444941647674
Equal Weight,0.008597606750216692
Equal Weight,0.018425317254238936
Equal Weight,-0.025854181627406058
Equal Weight,0.06766458406756998
Equal Weight,0.004261728350519992
Equal Weight,0.04377732167693789
Equal Weight,-0.02148342292205141
Equal Weight,-0.01885012654190664
Equal Weight,0.03924881835519333
Equal Weight,-0.005545929882096714
Equal Weight,0.0431309138503339
Equal Weight,0.048511368028104816
Equal Weight,0.017534688209354124
Equal Weight,0.027546915575243636
Equal Weight,0.042911428905067384
Equal Weight,0.07930235643531074
Equal Weight,0.018275895931900096
Equal Weight,0.013479962776065781
Equal Weight,0.04406572794531416
Equal Weight,0.04116828436878596
Equal Weight,0.0055985655409737465
Equal Weight,0.03831498604477347
Equal Weight,0.04294086191267541
Equal Weight,0.038446766790769416
Equal Weight,-0.005273786439446525
Equal Weight,0.02053877614930894
Equal Weight,0.024446571337119784
Equal Weight,0.03366910828538538
Equal Weight,0.051023055191726875
Equal Weight,0.03199350815144382
Equal Weight,0.04755961190472812
Equal Weight,-0.013222504855096597
Equal Weight,0.03377816891821996
Equal Weight,0.04693275668328942
Equal Weight,0.03098599537866202
Equal Weight,0.03587998689270064
Equal Weight,0.020239505394443195
Equal Weight,0.02863645537928748
Equal Weight,0.027614711099989375
Equal Weight,0.02029799251648335
Equal Weight,0.0160632315485283
Equal Weight,0.01394322499913364
Equal Weight,0.03208792486344272
Equal Weight,0.009172522039550622
Equal Weight,0.023819072590957013
Equal Weight,-0.008294592234195042
Equal Weight,-0.016200376229322654
Equal Weight,-0.010454969012390947
Equal Weight,0.020872777300182818
Equal Weight,0.004962106908367325
Equal Weight,-0.027960391769162853
Equal Weight,0.030959390882807233
Equal Weight,0.008839299945292058
Equal Weight,0.03405011746160967
Equal Weight,0.04512903076560102
Equal Weight,0.05338421898262984
Equal Weight,0.008292821041622345
Equal Weight,0.041081144959309195
Equal Weight,0.04588950074450944
Equal Weight,-0.012983715989533316
Equal Weight,0.011747473465888135
Equal Weight,-0.011731412186103312
Equal Weight,0.0298330077690942
Equal Weight,0.05719189666419304
Equal Weight,0.01899145652388632
Equal Weight,0.01974712140647109
Equal Weight,0.037038858554096596
Equal Weight,0.049684154828349994
Equal Weight,0.05401365099238684
Equal Weight,0.006251447181158042
Equal Weight,0.02330554924607562
Equal Weight,0.05486683669429836
Equal Weight,0.013059879741613432
Equal Weight,0.05006499526270792
Equal Weight,0.012308553143445077
Equal Weight,-0.01747212531034791
Equal Weight,0.024004202463788614
Equal Weight,-0.003857882817223713
Equal Weight,0.0508886520850189
Equal Weight,0.01784612336976369
Equal Weight,0.08935645338961044
Equal Weight,0.031565734947743646
Equal Weight,-0.003265792446762794
Equal Weight,-0.003445797976599818
Equal Weight,0.039664366721479286
Equal Weight,0.03335454011972111
Equal Weight,-0.022070263641266904
Equal Weight,-0.012382864192732755
Equal Weight,0.030030546625623076
Equal Weight,0.016417275428487428
Equal Weight,-0.002625540463461175
Equal Weight,0.02153046791103773
Equal Weight,0.003355414559492531
Equal Weight,-0.010926329677113033
Equal Weight,0.0092419475156288
Equal Weight,0.012168533118944324
Equal Weight,-0.002247880604549457
Equal Weight,0.010510259738473174
Equal Weight,0.02058901898802021
Equal Weight,0.03485538183433962
Equal Weight,0.015346790758432285
Equal Weight,0.16619573118036474
Equal Weight,-0.043830195168355894
Equal Weight,-0.0005092562575392827
Equal Weight,0.05974728294339533
Equal Weight,-0.0018640871172771016
Equal Weight,0.03270803805617198
Equal Weight,0.03609749018063284
Equal Weight,-0.013970371443421399
Equal Weight,0.008765413586526027
Equal Weight,-0.027393896730936722
Equal Weight,0.034393594855507074
Equal Weight,0.04209332133407956
Equal Weight,0.04958544559089101
Equal Weight,-0.01984640635374103
Equal Weight,0.010836915956012768
Equal Weight,0.0369756638197522
Equal Weight,0.039246987509015216
Equal Weight,-0.016806624101081167
Equal Weight,0.04057591180131097
Equal Weight,0.009955938028804134
Equal Weight,-0.030199315440015563
Equal Weight,0.008075514078410295
Equal Weight,0.029667463737529223
Equal Weight,0.023106073583160892
Equal Weight,0.03499484786900827
Equal Weight,0.003786356203354979
Equal Weight,0.0332694871520401
Equal Weight,0.014952338589555136
Equal Weight,-0.00047691484950813587
Equal Weight,0.001141658303417191
Equal Weight,0.06488987159864507
Equal Weight,0.032274041388775265
Equal Weight,-0.014116475003735942
Equal Weight,-0.0058531084397404586
Equal Weight,0.018579737956205676
Equal Weight,-0.020372228177678975
Equal Weight,0.02737952062190472
Equal Weight,0.011247973415685363
Equal Weight,0.026248487288617277
Equal Weight,-0.04243105178540692
Equal Weight,0.016340743906126526
Equal Weight,-0.02345901925499771
Equal Weight,0.033957258201438
Equal Weight,0.021510536642162292
Equal Weight,0.015520148412976418
Equal Weight,0.01381857289154618
Equal Weight,0.0017298555442682674
Equal Weight,0.023820684337356957
Equal Weight,0.04838274952781882
Equal Weight,-0.032698235069144
Equal Weight,-0.00865330327954422
Equal Weight,0.071913355187776
Equal Weight,-0.022463069790276607
Equal Weight,0.06863540647950084
Equal Weight,-0.04339367705300355
Equal Weight,-0.04710521097956013
Equal Weight,0.010574978684334331
Equal Weight,-0.030290793455679234
Equal Weight,0.018456295677777547
Equal Weight,0.0014869103888959557
Equal Weight,0.047478454997291954
Equal Weight,-0.02843072225349647
Equal Weight,0.03531547428790229
Equal Weight,-0.026244044585040024
Equal Weight,0.050306335037888256
Equal Weight,0.007225656265795433
Equal Weight,-0.005164902163045495
Equal Weight,0.05856422629269937
Equal Weight,-0.032202191913160205
Equal Weight,0.03000046964437964
Equal Weight,0.01643375797343446
Equal Weight,0.020023543273589062
Equal Weight,0.02209960153679746
Equal Weight,-0.014359789028240701
Equal Weight,-0.008683597650928354
Equal Weight,-0.021835065217482054
Equal Weight,0.02844639914928143
Equal Weight,0.031303732968700905
Equal Weight,0.018560842144567914
Equal Weight,0.034729048736233704
Equal Weight,-0.04668509666898946
Equal Weight,-0.015958995639130877
Equal Weight,-0.019455833978541167
Equal Weight,0.05366773308890615
Equal Weight,0.008085515389581898
Equal Weight,-0.027856973992231058
Equal Weight,0.05013269223739519
Equal Weight,-0.031279166362636
Equal Weight,0.12378430507390945
Equal Weight,-0.00422299693235133
Equal Weight,-0.023755335257565194
Equal Weight,0.06583921369355969
Equal Weight,-0.003122525770783315
Equal Weight,0.015811788621570868
Equal Weight,0.05572861737570312
Equal Weight,0.07307348778008842
Equal Weight,0.011024066426850509
Equal Weight,0.05269106263875818
Equal Weight,0.010920190995079595
Equal Weight,0.04475784325784393
Equal Weight,0.021719526476609317
Equal Weight,0.0013241400048478978
Equal Weight,0.06152214037874247
Equal Weight,0.07283216064246886
Equal Weight,0.035433068051205156
Equal Weight,0.06908785457638722
Equal Weight,-0.007332738819724547
Equal Weight,0.027425337184167942
Equal Weight,0.015429656381232313
Equal Weight,0.04107612593683814
Equal Weight,0.002817370678393591
Equal Weight,-0.0037967149077991133
Equal Weight,0.01418838734157065
Equal Weight,0.04273690393658472
Equal Weight,0.017825417432166434
Equal Weight,-0.011448502906792026
Equal Weight,-0.001157664379484516
Equal Weight,0.10288949204417781
Equal Weight,0.0855146397332834
Equal Weight,0.05424215076102363
Equal Weight,0.016420239554535962
Equal Weight,0.020069957480327028
Equal Weight,0.011625548153349353
Equal Weight,0.020747392463148925
Equal Weight,0.034035665736182885
Equal Weight,0.00663556903260405
Equal Weight,0.02945539567964486
Equal Weight,0.028033631935262364
Equal Weight,0.03988258503747699
Equal Weight,-0.02343139912326931
Equal Weight,0.03213481696316785
Equal Weight,0.07036027591357984
Equal Weight,-0.0038530449923028023
Equal Weight,0.015022660978165403
Equal Weight,0.015971297637503074
Equal Weight,0.018357341611349644
Equal Weight,-0.003530238787635684
Equal Weight,0.018109769602286295
Equal Weight,0.03199185177174982
Equal Weight,0.0425508838571737
Equal Weight,0.02541749872188903
Equal Weight,0.033520704328622516
Equal Weight,-0.005392530439370666
Equal Weight,-0.012262234322555621
Equal Weight,0.0445501932800292
Equal Weight,0.040296895956459945
Equal Weight,0.03661327617979717
Equal Weight,0.025151546108407658
Equal Weight,-0.029813072771294902
Equal Weight,0.00618094405661161
Equal Weight,0.02755496041695187
Equal Weight,0.05273510327504651
Equal Weight,0.0589890032032944
Equal Weight,0.01704158069413629
Equal Weight,0.04218914688740853
Equal Weight,0.0720566906243929
Equal Weight,-0.02002099635949537
Equal Weight,0.006106167213058636
Equal Weight,0.028564131657963964
Equal Weight,0.07159131021032934
Equal Weight,-0.01693974518898924
Equal Weight,-0.04607602417454514
Equal Weight,0.0017131637373536755
Equal Weight,0.029432609738333785
Equal Weight,-0.04723930213482229
Equal Weight,0.025240815122010037
Equal Weight,0.02350693870258211
Equal Weight,0.05363258589870827
Equal Weight,0.00899282742719968
Equal Weight,0.03263787537927389
Equal Weight,-0.013628047148897704
Equal Weight,0.010238238279693224
Equal Weight,0.015253946539501361
Equal Weight,0.03642238368281663
Equal Weight,0.05608839120799099
Equal Weight,-0.02358477395790336
Equal Weight,0.07087642413479113
Equal Weight,0.09461286187076665
Equal Weight,0.027581393998578476
Equal Weight,0.031147910249730182
Equal Weight,0.04575874080301058
Equal Weight,-0.0030478616707547033
Equal Weight,0.012495816031758245
Equal Weight,-0.00839228150162422
Equal Weight,-0.00021388115451338686
Equal Weight,-0.0064149145670943635
Equal Weight,0.09063577580029482
Equal Weight,0.03577553730011099
Equal Weight,0.003272419184275465
